"","returnerId","kickerId","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","specialTeamsPlayType","specialTeamsResult","kickBlockerId","yardlineSide","yardlineNumber","gameClock","penaltyCodes","penaltyJerseyNumbers","penaltyYards","preSnapHomeScore","preSnapVisitorScore","passResult","kickLength","kickReturnYardage","playResult","absoluteYardlineNumber","height.x","weight.x","birthDate.x","collegeName.x","Position.x","kickerName","height.y","weight.y","birthDate.y","collegeName.y","Position.y","returnerName"
"2895","46120",38600,2020121301,3661,"(9:16) B.Anger punts 50 yards to CHI 33, Center-J.Weeks. A.Miller pushed ob at HOU 46 for 21 yards (Ju.Reid). PENALTY on CHI-S.McManis, Offensive Holding, 10 yards, enforced at CHI 37.",4,4,14,"HOU","Punt","Return",NA,"HOU",17,09:16:00,"OH","CHI 27",10,36,7,NA,50,4,56,27,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-11",199,"1994-10-09","Memphis","WR","Anthony Miller"
"2896","46120",52636,2020092700,4200,"(5:26) S.Hofrichter punts 39 yards to CHI 45, Center-J.Harris, fair catch by A.Miller.",4,4,9,"ATL","Punt","Fair Catch",NA,"ATL",16,05:26:00,NA,NA,NA,26,16,NA,39,NA,39,26,"5-9",199,"1996-12-05","Syracuse","P","Sterling Hofrichter","5-11",199,"1994-10-09","Memphis","WR","Anthony Miller"
"2897","46120",34723,2020111600,3500,"(5:16) B.Colquitt punts 48 yards to CHI 22, Center-A.Cutting. A.Miller to MIN 46 for 32 yards (K.Osborn).",4,4,6,"MIN","Punt","Return",NA,"MIN",30,05:16:00,NA,NA,NA,13,19,NA,48,32,16,40,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-11",199,"1994-10-09","Memphis","WR","Anthony Miller"
"2898","46120",34723,2020122008,212,"(11:18) B.Colquitt punts 43 yards to CHI 41, Center-A.DePaola. A.Miller pushed ob at CHI 42 for 1 yard (H.Hand).",1,4,6,"MIN","Punt","Return",NA,"MIN",16,11:18:00,NA,NA,NA,0,0,NA,43,1,42,26,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-11",199,"1994-10-09","Memphis","WR","Anthony Miller"
"2899","46120",38600,2020121301,269,"(10:23) B.Anger punts 26 yards to CHI 20, Center-J.Weeks, fair catch by A.Miller.",1,4,7,"HOU","Punt","Fair Catch",NA,"CHI",46,10:23:00,NA,NA,NA,0,0,NA,26,NA,26,64,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-11",199,"1994-10-09","Memphis","WR","Anthony Miller"
"2900","46142",45153,2018112504,2312,"(13:40) R.Sanchez punts 8 yards to IND 41, Center-L.Rhodes. J.Baker MUFFS catch, touched at IND 41, recovered by MIA-A.Spence at IND 42. A.Spence to IND 42 for no gain (L.Rhodes). Deflected by MIA #47",3,4,2,"IND","Punt","Muffed",NA,"IND",33,13:40:00,NA,NA,NA,14,14,NA,8,NA,9,77,"6-0",195,"1994-09-08","Hawaii","P","Rigoberto Sanchez","6-2",225,"1996-12-25","Ohio State","ILB","Jerome Baker"
"2901","46154",34615,2019112405,529,"(6:50) T.Morstead punts 51 yards to CAR 27, Center-Z.Wood, downed by NO-J.Gray. New Orleans challenged the kick downed ruling, and the play was REVERSED. T.Morstead punts 51 yards to CAR 27, Center-Z.Wood. R.Gaulden MUFFS catch, touched at CAR 27, RECOVERED by NO-J.Gray at CAR 27. J.Gray to CAR 27 for no gain (C.Jones).",1,4,11,"NO","Punt","Muffed",NA,"NO",22,06:50:00,NA,NA,NA,7,0,NA,51,NA,51,88,"6-4",235,"1986-03-08","Southern Methodist","P","Thomas Morstead","6-0",200,"1995-01-23","Tennessee","SS","Rashaan Gaulden"
"2902","46172",47946,2020112203,2321,"(12:42) J.Bailey punts 39 yards to HOU 28, Center-J.Cardona, fair catch by K.Coutee.",3,4,2,"NE","Punt","Fair Catch",NA,"NE",33,12:42:00,NA,NA,NA,21,10,NA,39,NA,39,43,"6-2",205,"1997-06-18","Stanford","P","Jake Bailey","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2903","46172",41420,2020121301,1438,"(7:02) P.O'Donnell punts 48 yards to HOU 19, Center-P.Scales, fair catch by K.Coutee.",2,4,2,"CHI","Punt","Fair Catch",NA,"CHI",33,07:02:00,NA,NA,NA,14,7,NA,48,NA,48,43,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2904","46172",47946,2020112203,787,"(1:29) J.Bailey punts 53 yards to HOU 13, Center-J.Cardona. K.Coutee to HOU 20 for 7 yards (J.Bethel).",1,4,12,"NE","Punt","Return",NA,"NE",34,01:29:00,NA,NA,NA,7,7,NA,53,7,46,44,"6-2",205,"1997-06-18","Stanford","P","Jake Bailey","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2905","46172",45153,2020122002,1109,"(8:04) R.Sanchez punts 44 yards to HOU 21, Center-L.Rhodes, fair catch by K.Coutee.",2,4,3,"IND","Punt","Fair Catch",NA,"IND",35,08:04:00,NA,NA,NA,14,0,NA,44,NA,44,45,"6-0",195,"1994-09-08","Hawaii","P","Rigoberto Sanchez","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2906","46172",34593,2020122706,1766,"(1:05) K.Huber punts 40 yards to HOU 32, Center-C.Harris, fair catch by K.Coutee.",2,4,7,"CIN","Punt","Fair Catch",NA,"CIN",28,01:05:00,NA,NA,NA,10,10,NA,40,NA,40,82,"6-1",211,"1985-07-16","Cincinnati","P","Kevin Huber","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2907","46172",40437,2020120602,2882,"(6:03) R.Allen punts 48 yards to HOU 22, Center-L.Rhodes. K.Coutee to HOU 28 for 6 yards (Z.Franklin). Punt Hangtime: 4.00s",3,4,20,"IND","Punt","Return",NA,"IND",30,06:03:00,NA,NA,NA,20,24,NA,48,6,42,40,"6-2",220,"1990-02-28","Louisiana Tech","P","Ryan Allen","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2908","46172",40437,2020120602,3225,"(14:26) R.Allen punts 51 yards to HOU 13, Center-L.Rhodes. K.Coutee to HOU 24 for 11 yards (G.Odum). Punt Hangtime: 4.10s",4,4,8,"IND","Punt","Return",NA,"IND",36,14:26:00,NA,NA,NA,20,24,NA,51,11,40,74,"6-2",220,"1990-02-28","Louisiana Tech","P","Ryan Allen","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2909","46172",41420,2020121301,543,"(6:41) P.O'Donnell punts 37 yards to HOU 9, Center-P.Scales, fair catch by K.Coutee.",1,4,15,"CHI","Punt","Fair Catch",NA,"HOU",46,06:41:00,NA,NA,NA,7,0,NA,37,NA,37,56,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2910","46172",33338,2021010312,347,"(9:11) B.Kern punts 46 yards to HOU 14, Center-M.Overton. K.Coutee to HOU 16 for 2 yards (D.Evans).",1,4,12,"TEN","Punt","Return",NA,"TEN",40,09:11:00,NA,NA,NA,0,0,NA,46,2,44,50,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2911","46172",40437,2020120602,574,"(6:32) R.Allen punts 47 yards to HOU 32, Center-L.Rhodes. K.Coutee to HOU 40 for 8 yards (A.Walker). Punt Hangtime: 4.16s",1,4,14,"IND","Punt","Return",NA,"IND",21,06:32:00,NA,NA,NA,7,7,NA,47,8,39,31,"6-2",220,"1990-02-28","Louisiana Tech","P","Ryan Allen","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2912","46172",47946,2020112203,1667,"(2:30) J.Bailey punts 59 yards to HOU 13, Center-J.Cardona. K.Coutee ran ob at HOU 20 for 7 yards (Co.Davis).",2,4,7,"NE","Punt","Return",NA,"NE",28,02:30:00,NA,NA,NA,14,10,NA,59,7,52,82,"6-2",205,"1997-06-18","Stanford","P","Jake Bailey","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2913","46172",48258,2020112600,2214,"(:15) J.Fox punts 39 yards to HOU 9, Center-D.Muhlbach, fair catch by K.Coutee.",2,4,12,"DET","Punt","Fair Catch",NA,"HOU",48,00:15:00,NA,NA,NA,14,23,NA,39,NA,39,62,"6-2",224,"1996-09-01","Rice","P","Jack Fox","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2914","46172",41420,2020121301,3799,"(8:32) P.O'Donnell punts 46 yards to HOU 24, Center-P.Scales. K.Coutee to HOU 31 for 7 yards (S.McManis). FUMBLES (S.McManis), RECOVERED by CHI-J.Woods at HOU 37.",4,4,7,"CHI","Punt","Return",NA,"CHI",30,08:32:00,NA,NA,NA,36,7,NA,46,7,33,80,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-11",180,"1997-01-14","Texas Tech","WR","Keke Coutee"
"2915","46173",31018,2020110802,656,"(2:16) S.Koch punts 43 yards to IND 18, Center-M.Cox. N.Hines to IND 27 for 9 yards (M.Harrison, J.Hill). PENALTY on BAL-J.Hill, Face Mask (15 Yards), 15 yards, enforced at IND 27.",1,4,7,"BAL","Punt","Return",NA,"BAL",39,02:16:00,"FMM","BAL 43",-15,7,0,NA,43,9,19,71,"6-1",222,"1982-08-13","Nebraska","P","Sam Koch","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2916","46173",42098,2019122207,128,"(14:01) (Punt formation) M.Palardy punts 50 yards to IND 24, Center-J.Jansen. N.Hines to CAR 36 for 40 yards (B.Burns).",1,4,9,"CAR","Punt","Return",NA,"CAR",26,14:01:00,NA,NA,NA,0,0,NA,50,40,10,36,"5-11",200,"1992-07-06","Tennessee","P","Michael Palardy","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2917","46173",46316,2021010313,2660,"(4:08) L.Cooke punts 52 yards to IND 22, Center-R.Matiscik, fair catch by N.Hines.",3,4,10,"JAX","Punt","Fair Catch",NA,"JAX",26,04:08:00,NA,NA,NA,20,14,NA,52,NA,52,84,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2918","46173",38600,2020120602,2726,"(8:27) B.Anger punts 54 yards to IND 27, Center-J.Weeks. N.Hines pushed ob at HOU 38 for 35 yards (B.Anger). PENALTY on IND-Z.Franklin, Illegal Block Above the Waist, 10 yards, enforced at IND 40. Punt Hangtime: 4.28s",3,4,7,"HOU","Punt","Return",NA,"HOU",19,08:27:00,"IBW","IND 44",10,20,24,NA,54,13,51,91,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2919","46173",33338,2019120103,1460,"(4:05) B.Kern punts 65 yards to IND 18, Center-B.Brinkley. N.Hines pushed ob at IND 41 for 23 yards (D.Bates).",2,4,18,"TEN","Punt","Return",NA,"TEN",17,04:05:00,NA,NA,NA,10,7,NA,65,23,42,93,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2920","46173",33338,2019120103,2868,"(:54) B.Kern punts 63 yards to IND 3, Center-B.Brinkley. N.Hines to IND 12 for 9 yards (K.Correa, A.Hooker).",3,4,4,"TEN","Punt","Return",NA,"TEN",34,00:54:00,NA,NA,NA,17,17,NA,63,9,54,76,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2921","46173",38600,2020122002,981,"(11:51) B.Anger punts 38 yards to IND 9, Center-J.Weeks, fair catch by N.Hines.",2,4,5,"HOU","Punt","Fair Catch",NA,"IND",47,11:51:00,NA,NA,NA,14,0,NA,38,NA,38,57,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2922","46173",38600,2020120602,130,"(13:31) B.Anger punts 52 yards to IND 24, Center-J.Weeks. N.Hines to IND 33 for 9 yards (Ju.Reid). Punt Hangtime: 4.81s",1,4,8,"HOU","Punt","Return",NA,"HOU",24,13:31:00,NA,NA,NA,0,0,NA,52,9,43,86,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2923","46173",46316,2021010313,2933,"(14:52) L.Cooke punts 44 yards to IND 31, Center-R.Matiscik, fair catch by N.Hines.",4,4,17,"JAX","Punt","Fair Catch",NA,"JAX",25,14:52:00,NA,NA,NA,20,14,NA,44,NA,44,35,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2924","46173",46316,2021010313,463,"(8:50) L.Cooke punts 52 yards to IND 16, Center-R.Matiscik, fair catch by N.Hines.",1,4,3,"JAX","Punt","Fair Catch",NA,"JAX",32,08:50:00,NA,NA,NA,7,0,NA,52,NA,52,78,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2925","46173",52599,2020092708,1811,"(:51) B.Mann punts 38 yards to IND 41, Center-T.Hennessy, fair catch by N.Hines.",2,4,9,"NYJ","Punt","Fair Catch",NA,"NYJ",21,00:51:00,NA,NA,NA,17,7,NA,38,NA,38,89,"5-11",190,"1997-11-24","Texas A&amp;M","P","Braden Mann","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2926","46173",42333,2020122709,136,"(14:44) J.Berry punts 61 yards to IND 15, Center-K.Canaday. N.Hines to IND 30 for 15 yards (B.Snell).",1,4,10,"PIT","Punt","Return",NA,"PIT",24,14:44:00,NA,NA,NA,0,0,NA,61,15,46,86,"6-5",195,"1991-03-18","Eastern Kentucky","P","Jordan Berry","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2927","46173",42098,2019122207,511,"(7:58) (Punt formation) M.Palardy punts 56 yards to IND 16, Center-J.Jansen. N.Hines for 84 yards, TOUCHDOWN.",1,4,7,"CAR","Punt","Return",NA,"CAR",28,07:58:00,NA,NA,NA,7,0,NA,56,84,-28,38,"5-11",200,"1992-07-06","Tennessee","P","Michael Palardy","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2928","46173",46316,2021010313,3282,"(8:06) L.Cooke punts 39 yards to IND 14, Center-R.Matiscik. N.Hines to IND 28 for 14 yards (E.Saubert, S.Quarterman).",4,4,15,"JAX","Punt","Return",NA,"JAX",47,08:06:00,NA,NA,NA,20,14,NA,39,14,25,57,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2929","46173",42333,2020122709,820,"(15:00) J.Berry punts 49 yards to IND 6, Center-K.Canaday. N.Hines to IND 32 for 26 yards (K.Canaday; J.Pierre).",2,4,6,"PIT","Punt","Return",NA,"PIT",45,15:00:00,NA,NA,NA,0,7,NA,49,26,23,55,"6-5",195,"1991-03-18","Eastern Kentucky","P","Jordan Berry","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2930","46173",33338,2020112903,3929,"(6:02) B.Kern punts 33 yards to IND 6, Center-M.Overton, fair catch by N.Hines.",4,4,2,"TEN","Punt","Fair Catch",NA,"IND",39,06:02:00,NA,NA,NA,20,38,NA,33,NA,33,71,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2931","46173",46810,2020111200,608,"(5:13) T.Daniel punts 47 yards to IND 25, Center-M.Overton, fair catch by N.Hines.",1,4,11,"TEN","Punt","Fair Catch",NA,"TEN",28,05:13:00,NA,NA,NA,7,0,NA,47,NA,47,38,"6-1",231,"12/08/1994","Tennessee","P","Trevor Daniel","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2932","46173",42333,2020122709,1731,"(1:54) J.Berry punts 44 yards to IND 19, Center-K.Canaday, fair catch by N.Hines.",2,4,10,"PIT","Punt","Fair Catch",NA,"PIT",37,01:54:00,NA,NA,NA,7,21,NA,44,NA,44,47,"6-5",195,"1991-03-18","Eastern Kentucky","P","Jordan Berry","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2933","46173",34723,2020092003,3288,"(12:41) B.Colquitt punts 43 yards to IND 27, Center-A.Cutting. N.Hines to IND 38 for 11 yards (K.Boyd, E.Wilson).",4,4,7,"MIN","Punt","Return",NA,"MIN",30,12:41:00,NA,NA,NA,25,3,NA,43,11,32,80,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2934","46173",48139,2020101110,2878,"(14:51) J.Gillan punts 42 yards to IND 4, Center-C.Hughlett, fair catch by N.Hines.",4,4,4,"CLE","Punt","Fair Catch",NA,"IND",46,14:51:00,NA,NA,NA,27,20,NA,42,NA,42,56,"6-1",207,"1997-07-04","Arkansas-Pine Bluff","P","Jamie Gillan","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2935","46173",46241,2020112204,2524,"(6:08) J.Scott punts 40 yards to IND 40, Center-H.Bradley. N.Hines to IND 45 for 5 yards (O.Burks, J.Jackson).",3,4,4,"GB","Punt","Return",NA,"GB",20,06:08:00,NA,NA,NA,17,28,NA,40,5,35,90,"6-6",208,"1995-10-30","Alabama","P","J.K. Scott","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2936","46173",48139,2020101110,3023,"(13:41) J.Gillan punts 51 yards to IND 6, Center-C.Hughlett. N.Hines to IND 13 for 7 yards (S.Takitaki).",4,4,7,"CLE","Punt","Return",NA,"CLE",43,13:41:00,NA,NA,NA,29,20,NA,51,7,44,67,"6-1",207,"1997-07-04","Arkansas-Pine Bluff","P","Jamie Gillan","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2937","46173",34593,2020101801,2338,"(13:39) K.Huber punts 50 yards to IND 28, Center-C.Harris. N.Hines to IND 35 for 7 yards (S.Williams).",3,4,1,"CIN","Punt","Return",NA,"CIN",22,13:39:00,NA,NA,NA,21,24,NA,50,7,43,32,"6-1",211,"1985-07-16","Cincinnati","P","Kevin Huber","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2938","46173",52599,2020092708,1043,"(11:41) B.Mann punts 45 yards to IND 11, Center-T.Hennessy. N.Hines to IND 23 for 12 yards (N.Hewitt; R.Griffin).",2,4,10,"NYJ","Punt","Return",NA,"NYJ",44,11:41:00,NA,NA,NA,14,7,NA,45,12,33,66,"5-11",190,"1997-11-24","Texas A&amp;M","P","Braden Mann","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2939","46173",41420,2020100401,3367,"(14:18) P.O'Donnell punts 59 yards to IND 16, Center-P.Scales. N.Hines to IND 37 for 21 yards (J.Woods).",4,4,2,"CHI","Punt","Return",NA,"CHI",25,14:18:00,NA,NA,NA,3,16,NA,59,21,38,85,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2940","46173",46316,2019122907,2789,"(2:13) L.Cooke punts 59 yards to IND 7, Center-M.Orzech. N.Hines to IND 25 for 18 yards (B.Watson).",3,4,16,"JAX","Punt","Return",NA,"JAX",34,02:13:00,NA,NA,NA,24,20,NA,59,18,41,44,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2941","46173",38600,2020122002,170,"(11:41) B.Anger punts 57 yards to IND 6, Center-J.Weeks. N.Hines to IND 19 for 13 yards (A.Moore).",1,4,8,"HOU","Punt","Return",NA,"HOU",37,11:41:00,NA,NA,NA,0,0,NA,57,13,44,47,"6-3",205,"1988-10-06","California","P","Bryan Anger","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2942","46173",42508,2019120808,2678,"(9:47) B.Pinion punts 46 yards to IND 9, Center-Z.Triner. N.Hines to IND 24 for 15 yards (P.O'Connor).",3,4,8,"TB","Punt","Return",NA,"TB",45,09:47:00,NA,NA,NA,21,27,NA,46,15,31,55,"6-5",240,"1994-06-01","Clemson","P","Bradley Pinion","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2943","46173",42508,2019120808,1251,"(12:47) B.Pinion punts 45 yards to IND 34, Center-Z.Triner. N.Hines to TB 47 for 19 yards (J.Watson).",2,4,10,"TB","Punt","Return",NA,"TB",21,12:47:00,NA,NA,NA,14,10,NA,45,19,26,31,"6-5",240,"1994-06-01","Clemson","P","Bradley Pinion","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2944","46173",41420,2020100401,664,"(5:53) P.O'Donnell punts 50 yards to IND 10, Center-P.Scales. N.Hines to IND 13 for 3 yards (C.Patterson).",1,4,6,"CHI","Punt","Return",NA,"CHI",40,05:53:00,NA,NA,NA,0,7,NA,50,3,47,70,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2945","46173",42333,2020122709,1394,"(5:02) J.Berry punts 50 yards to IND 25, Center-K.Canaday. N.Hines to IND 47 for 22 yards (A.Highsmith). PENALTY on PIT-J.Layne, Illegal Block Above the Waist, 10 yards, enforced at IND 47.",2,4,10,"PIT","Punt","Return",NA,"PIT",25,05:02:00,"IBW","PIT 31",-10,7,14,NA,50,22,18,35,"6-5",195,"1991-03-18","Eastern Kentucky","P","Jordan Berry","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2946","46173",33338,2019120103,1099,"(12:36) B.Kern punts 31 yards to IND 10, Center-B.Brinkley, fair catch by N.Hines.",2,4,12,"TEN","Punt","Fair Catch",NA,"IND",41,12:36:00,NA,NA,NA,7,7,NA,31,NA,31,51,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2947","46173",41420,2020100401,987,"(1:44) P.O'Donnell punts 33 yards to IND 7, Center-P.Scales, fair catch by N.Hines.",1,4,7,"CHI","Punt","Fair Catch",NA,"IND",40,01:44:00,NA,NA,NA,0,7,NA,33,NA,33,50,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2948","46173",46316,2021010313,3537,"(4:36) L.Cooke punts 46 yards to IND 39, Center-R.Matiscik. N.Hines to 50 for 11 yards (A.Wingard).",4,4,6,"JAX","Punt","Return",NA,"JAX",15,04:36:00,NA,NA,NA,20,14,NA,46,11,35,25,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2949","46173",42098,2019122207,3442,"(7:34) (Punt formation) M.Palardy punts 53 yards to IND 29, Center-J.Jansen. N.Hines for 71 yards, TOUCHDOWN.",4,4,9,"CAR","Punt","Return",NA,"CAR",18,07:34:00,NA,NA,NA,24,6,NA,53,71,-18,92,"5-11",200,"1992-07-06","Tennessee","P","Michael Palardy","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2950","46173",42333,2020122709,3950,"(2:25) J.Berry punts 41 yards to IND 15, Center-K.Canaday, fair catch by N.Hines.",4,4,1,"PIT","Punt","Fair Catch",NA,"PIT",44,02:25:00,NA,NA,NA,28,24,NA,41,NA,41,54,"6-5",195,"1991-03-18","Eastern Kentucky","P","Jordan Berry","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2951","46173",41420,2020100401,2563,"(11:16) P.O'Donnell punts 42 yards to IND 37, Center-P.Scales. N.Hines to CHI 49 for 14 yards (J.Woods).",3,4,13,"CHI","Punt","Return",NA,"CHI",21,11:16:00,NA,NA,NA,3,13,NA,42,14,28,31,"6-4",212,"1991-02-22","Miami","P","Pat O'Donnell","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2952","46173",48258,2020110103,934,"(13:36) J.Fox punts 59 yards to IND 27, Center-D.Muhlbach. N.Hines to IND 39 for 12 yards (Ch.Jones; D.Muhlbach).",2,4,4,"DET","Punt","Return",NA,"DET",14,13:36:00,NA,NA,NA,7,0,NA,59,12,47,24,"6-2",224,"1996-09-01","Rice","P","Jack Fox","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2953","46173",31018,2020110802,1909,"(:25) S.Koch punts 43 yards to IND 44, Center-M.Cox. N.Hines to IND 42 for -2 yards (M.Harrison).",2,4,7,"BAL","Punt","Return",NA,"BAL",13,00:25:00,NA,NA,NA,10,7,NA,43,-2,45,23,"6-1",222,"1982-08-13","Nebraska","P","Sam Koch","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2954","46173",34723,2020092003,1005,"(13:24) B.Colquitt punts 36 yards to MIN 46, Center-A.Cutting. N.Hines pushed ob at MIN 35 for 11 yards (M.Boone).",2,4,5,"MIN","Punt","Return",NA,"MIN",10,13:24:00,NA,NA,NA,0,3,NA,36,11,25,20,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2955","46173",46316,2021010313,195,"(13:10) L.Cooke punts 41 yards to IND 15, Center-R.Matiscik. N.Hines to IND 22 for 7 yards (D.Allen).",1,4,6,"JAX","Punt","Return",NA,"JAX",44,13:10:00,NA,NA,NA,0,0,NA,41,7,34,66,"6-5",200,"1995-07-28","Mississippi State","P","Logan Cooke","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2956","46173",48335,2020121308,413,"(7:58) A.Cole punts 47 yards to IND 26, Center-T.Sieg. N.Hines to IND 28 for 2 yards (K.Nixon).",1,4,8,"OAK_LV","Punt","Return",NA,"LV",27,07:58:00,NA,NA,NA,0,3,NA,47,2,45,37,"6-4",220,"1995-11-27","North Carolina State","P","A.J. Cole","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2957","46173",34615,2019121600,3384,"(7:25) T.Morstead punts 40 yards to IND 20, Center-Z.Wood, fair catch by N.Hines.",4,4,2,"NO","Punt","Fair Catch",NA,"NO",40,07:25:00,NA,NA,NA,34,0,NA,40,NA,40,50,"6-4",235,"1986-03-08","Southern Methodist","P","Thomas Morstead","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2958","46173",34723,2020092003,2803,"(5:34) B.Colquitt punts 43 yards to IND 19, Center-A.Cutting. N.Hines pushed ob at IND 35 for 16 yards (A.Cutting).",3,4,32,"MIN","Punt","Return",NA,"MIN",38,05:34:00,NA,NA,NA,18,3,NA,43,16,27,48,"6-3",210,"1985-03-20","Tennessee","P","Britton Colquitt","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2959","46173",33338,2020112903,2971,"(6:33) B.Kern punts 32 yards to IND 13, Center-M.Overton, fair catch by N.Hines.",3,4,8,"TEN","Punt","Fair Catch",NA,"IND",45,06:33:00,NA,NA,NA,14,35,NA,32,NA,32,55,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
"2960","46173",33338,2019120103,3251,"(11:08) B.Kern punts 37 yards to IND 10, Center-B.Brinkley, fair catch by N.Hines.",4,4,7,"TEN","Punt","Fair Catch",NA,"IND",47,11:08:00,NA,NA,NA,17,17,NA,37,NA,37,63,"6-2",214,"1986-02-17","Toledo","P","Brett Kern","5-9",198,"1996-11-12","North Carolina State","RB","Nyheim Hines"
